Sigla;Nome;Responsável
ITA;CeMEAI - Centro de Ciências Matemáticas Aplicadas à Indústria;JOSE ALBERTO CUMINATO
UFSCAR;Desenvolvimento de ferramentas moleculares e/ou sorológicas para diagnóstico das principais doenças caninas;FERNANDA DE FREITAS ANIBAL
UFS;Otimização do processo de fabricação das Blendas ABS/HIPS obtidas da reciclagem mecânica de resíduos de equipamentos eletrônicos REEEs para confecção de filamentos para impressora 3D.;ZORA IONARA GAMA DOS SANTOS
UNIVAP;Desenvolvimento de processo de produção de polímeros biodegradáveis para uso em embalagens e em medicina;JOSE GERALDO DA CRUZ PRADELLA
UFBA;Estratégias Inovadoras no Desenvolvimento de Novos Métodos de Diagnóstico para Doenças Infecciosas;SILVANA BEUTINGER MARCHIORO
UFPB-AREIA;Isolamento, cultivo e criopreservação de células obtidas a partir das fezes de caprinos: modelo experimental para a conservação de espécies selvagen;LUCIANA DINIZ ROLA
USP;PADRONIZAÇÃO DA CAPTAÇÃO DE ÚTERO E CIRURGIA DE BANCADA PARA TRANSPLANTE EM DOADORA FALECIDA DE MÚLTIPLOS ORGÃOS;EDMUND CHADA BARACAT
UFBA;ASPECTOS DO DIAGNÓSTICO DA INFECÇÃO POR Leishmania infantum EM CÃES E HUMANOS UTILIZANDO ANTÍGENOS NÃO PROTEICOS;ROBERTO JOSE MEYER NASCIMENTO
UFC;Estudos Pré-clínicos e Clínicos dos Curativos Tecnologicamente Avançados TECDERM e GRAFDERM”;FABIA KARINE ANDRADE
PUCRS;Planejamento e desenvolvimento de biofármacos e biossimilares;LUIZ AUGUSTO BASSO
IFES;Produção de compostagem utilizando lodo da indústria de café solúvel;SAVIO DA SILVA BERILLI
UFPB-JOÃO PESSOA;IMPLANTAÇÃO DA PLATAFORMA DE PESQUISA E PRODUÇÃO DE LOTES PILOTOS INDUSTRIAIS DE INSUMOS FARMACÊUTICOS ATIVOS VEGETAIS;RUI OLIVEIRA MACEDO
UPE;Prospecção de produtos bioativos com aplicações médicas, biotecnológicas e industriais a partir da biodiversidade microbiana;DANIELA DE ARAUJO VIANA MARQUES
UFMS;Integração dos parâmetros de controle de um reator continuo;RAYMUNDO CORDERO GARCIA
UFCG;Desenvolvimento e Aplicação de Técnicas de Análise de Falhas para Aumento da Vida Útil de Mancais de Rolamentos de Equipamentos Críticos;ANTONIO ALMEIDA SILVA
UFF;Sistemas de apoio a enfermagem para casos de tratamento de pacientes com feridas crônicas;FLAVIO LUIZ SEIXAS
UFES;Tecnologia de realidade virtual no tratamento de transtornos de ansiedade: uma investigação analítico-comportamental.;ELIZEU BATISTA BORLOTI
UNILA;Treatment of recycled concrete aggregates with CO2: properties and carbon capture;EDNA POSSAN
CEFET-MG;Ferramenta para definição de preços futuros na composição ótima de portfólio de compra e venda de energia;ADRIANO CHAVES LISBOA
UESB;POTENCIAL DE SEQUESTRO DE CARBONO EM SOLOS SOB DIFERENTES SISTEMAS PRODUTIVOS DE CAFÉ NO ESTADO DA BAHIA;PATRICIA ANJOS BITTENCOURT BARRETO GARCIA
UNP;Validação de um novo dispositivo óptico para o auxílio de alunos com deficiência visual parcial;FRANCISCO IROCHIMA PINHEIRO
UFBA;AVALIAÇÃO DA EXPRESSÃO GÊNICA DE OSTEOBLASTOS PRODUZIDOS EM MATRIZ SINTÉTICA;SORAYA CASTRO TRINDADE
UFPA;Avaliação de formulações tópicas de antimaláricos Cloroquina e Artesunato em lesões cutâneas de camundongos BALB/c infectados com Leishmania (L.) amazonensis;CAROLINA BIONI GARCIA TELES
UFPA;AVALIAÇÃO DA DINÂMICA DO PROCESSO INFLAMATÓRIO E HEMORRÁGICO APÓS O TRATAMENTO DO ENVENENAMENTO EXPERIMENTAL POR Bothrops jararacussu UTILIZANDO FOTOBIOMODULAÇÃO (LED);JULIANA PAVAN ZULIANI
UFSM;P&D/EMBRAPII - DESENVOLVIMENTO DE ESPECTRO LUMINOSO DEDICADO E DE SISTEMA DE ILUMINAÇÃO ‘GROW LIGHT’ PARA CULTIVO DE PLANTAS EM AMBIENTE FECHADO;MARCO ANTONIO DALLA COSTA
UNICENTRO;SERGIO - SUSTENTABILIDADE E INOVAÇÃO;SERGIO LUIS DIAS DOLIVEIRA
UNICAP;PROJETO MULTIUSUÁRIO FACEPE 22/2014 - Coleções de Culturas UCP (UNICAP) e UFPEDA (UFPE): Caracterização, Potencial Biotecnológico, Informatização, Gestão e Certificação (ISO 9001:2008);GALBA MARIA DE CAMPOS TAKAKI
UEPG;PROCESSO DE SOLDAGEM POR FSW EM JUNTAS DISSIMILARES PARA APLICAÇÃO NA INDÚSTRIA AUTOMOTIVA;ANDRE LUIS MOREIRA DE CARVALHO
UEL;ESTUDO DA INFLUÊNCIA DOS ÍONS CU2+, FE2+ E FE3+ NOS PARÂMETROS FÍSICO-QUÍMICOS DA REAÇÃO DE OXIDAÇÃO DO BIODIESEL EM PRESENÇA DE ANTIOXIDANTE NATURAL;DIONISIO BORSATO
FEPECS;DESENVOLVIMENTO DE SOLUÇÃO DE GESTÃO DE INFORMAÇÕES PARA A NOTIFICAÇÃO E MONITORAMENTO DE INCIDENTES RELACIONADO A SEGURANÇA DO PACIENTE;LEILA BERNARDA DONATO GOTTEMS
UERN;Automatizando A Ingestão e Transformação de Dados Para Sistemas de Recomendação de Atividades Em Robótica Educacional;SEBASTIAO EMIDIO ALVES FILHO
UCB;TAIA - Desenvolvimento de arcabouços biotecnológicos para terapia endodôntica regenerativa.;TAIA MARIA BERTO REZENDE
IFG;Revista Anápolis Digital;CLAUDIA HELENA DOS SANTOS ARAUJO
UNESP-ARAÇATUBA;DESENVOLVIMENTO DE PRODUTOS FITOTERÁPICOS/SUSTENTÁVEIS ASSOCIADOS OU NÃO À NANOPARTÍCULAS DE PRATA OU POLIFOSFATOS;DEBORA BARROS BARBOSA
UFAL;Desempenho de produtos IHARA no manejo de cultivos;RENAN CANTALICE DE SOUZA
UEPG;DESENVOLVIMENTO DE TÉCNICAS DE DEPOSIÇÃO DE REVESTIMENTOS POR ASPERSÃO TÉRMICA ROBOTIZADA PARA REDUÇÃO DE DESGASTE POR EROSÃO E CAVITAÇÃO EM TURBINAS KAPLAN;ANDERSON GERALDO MARENDA PUKASIEWICZ
UNB;Fortalecimento da Capacidade Empreendedora e de Inovação do Ecossistema de Produtos e Serviços Orgânicos e de Base Agroecológica do Distrito Federal (DF), e da RIDE;LAURA ANGELICA FERREIRA DARNET
UFJF;Novos vidros híbridos orgânico-inorgânicos;MAURICIO ANTONIO PEREIRA DA SILVA
UFBA;DESENVOLVIMENTO DE ORGANOGEIS INOVADORES COM POTENCIAL TERAPÊUTICO PARA XEROSE CUTÂNEA;DENIS DE MELO SOARES
UFRJ;Inovação e Tecnologia na Odontologia: Integração de novos dispositivos e metodologias para eficiência de serviços odontológicos.;ANDREA VAZ BRAGA PINTOR
UFRJ;BPJ - Desenvolvimentos em Métodos para Avaliação da Integridade Estrutural de Dutos Submarinos HT/HP (IntegriDutos);BRENO PINHEIRO JACOB
UFRJ;BPJ - Desenvolvimento de metodologias para avaliação automatizada de alternativas para sistemas submarinos de produção por critérios de engenharia e de custos;BRENO PINHEIRO JACOB
UFES;CuidarTech: Laboratório de Tecnologias em Saúde;CANDIDA CANICALI PRIMO
UERJ;Desenvolvimento de app para Implementação do Reúso;MARCELO OBRACZKA
UNP;RESPOSTAS ELETROFISIÓLOGICAS DO NERVO AUDITIVO EM PACIENTES COM SURDEZ PÓS-LINGUAL MEDIANTE REALIZAÇÃO DE IMPLANTE COCLEAR;FRANCISCO IROCHIMA PINHEIRO
PUCRS;Determinação da razão isotópica de carbono e hidrogênio de hidrocarbonetos de C1 a C5, presentes em baixas concentrações;FELIPE DALLA VECCHIA
FEMPAR;DESEMPENHO DAS DIRETRIZES AGA, EUROPEIA E FUKUOKA EM PACIENTES COM INCIDENTALOMAS CÍSTICOS MUCINOSOS SUBMETIDOS ANTES DE SUA APLICAÇÃO À ECOENDOSCOPIA COM PUNÇÃO POR AGULHA FINA;FERNANDO ISSAMU TABUSHI
UFRGS;Caracterização Constitutiva de Compostos Elastoméricos para Uso em Acoplamentos Flexíveis;ROGERIO JOSE MARCZAK
UFRJ;NEUROPROTEÇÃO INDUZIDA POR 17-HDHA EM LESÃO ISQUÊMICA DE MEDULA ESPINHAL;RENATO ROZENTAL
UFRGS;Manufatura avançada utilizando materiais compósitos, polímeros nanocarregados e biopolímeros para vasos de pressão;SANDRO CAMPOS AMICO
UFF;INCT de Energia Elétrica - INERGE;JOSE LUIZ REZENDE PEREIRA
UFRJ;Jogos educativos para ensino básico público a partir de impressão 3D;THARCISIO COTTA FONTAINHA
UFRJ;Desenvolvimento de filetador e extrusora para reciclagem de garrafas PET;AMANDA FERNANDES XAVIER
UFRPE;Desenvolvimento de novos compostos de coordenação bioativos;MONICA FREIRE BELIAN
UFRGS;Utilização de métodos de otimização estrutural para o aumento da vida útil em fadiga de peças/componentes voltados ao transporte rodoviário de cargas;IGNACIO ITURRIOZ
UFG;Preparo de complexos de inclusão sólidos por termoextrusão;RICARDO NEVES MARRETO
UFRGS;Desenvolvimento de motor de alta eficiência movido a biogás e hidrogênio para geração de energia;MARIO EDUARDO SANTOS MARTINS
UFRGS;Desenvolvimento de Motor a Biogás de Alta Eficiência Para Veículos de Transporte de Carga;MARIO EDUARDO SANTOS MARTINS
UFRGS;Motor à etanol de elevada densidade de potência para aeronaves de pequeno porte e/ou VANT;MARIO EDUARDO SANTOS MARTINS
UFRGS;Soluções de propulsão a hidrogênio para motores de combustão interna de máquinas agrícolas;MARIO EDUARDO SANTOS MARTINS
UFRGS;Injeção de ultra-alta pressão para motores flex-fuel: desafios tecnológicos para uso de etanol;MARIO EDUARDO SANTOS MARTINS
UNIFESP;LIVRO DE SIMULAÇÃO REALÍSTICA EM PREVENÇÃO DE LESÃO POR PRESSÃO;LEILA BLANES
UFG;ESTRATÉGIAS EM NANOESCALA PARA O TRATAMENTO DA CANDIDÍASE VULVOVAGINAL.;ANDRE CORREA AMARAL
UNIFOA;UTILIZAÇÃO DE MATERIAIS RECICLADOS;ALEXANDRE FERNANDES HABIBE
UNIFESP;Inteligência Artificial em Oftalmologia - Aplicações em Doenças Oftalmológica;CAIO VINICIUS SAITO REGATIERI
UECE;Projeto Macro I - Rede de Nanotecnologia Aplicada ao Agronegócio (Fase 3);MORSYLEIDE DE FREITAS ROSA
UFSJ;Rede FAPEMIG (RED-00202-22). Rede de Pesquisa em Imunobiológicos e Biofármacos para terapias avançadas e inovadoras (ImunoBioFar);MAURO MARTINS TEIXEIRA
UFPE;Ambiente de Monitoração para Redes para Experimentação e Novas Arquiteturas de Rede;JOSE AUGUSTO SURUAGY MONTEIRO
IFRS;TechTrap: Sistema 4.0 automatizado de monitoramento remoto para auxílio no controle da mosca-das-frutas;SHANA SABBADO FLORES
UFRN;LANCE - Implantação e Estruturação do Laboratório do Centro de Excelência Lenovo em Redes Avançadas;AUGUSTO JOSE VENANCIO NETO
UFRN;Segurança Cibernética das Redes de Telecomunicações, Especialmente nos Sistemas de Comunicações Móveis de Quinta Geração (5G);AUGUSTO JOSE VENANCIO NETO
UFBA;Desenvolvimento de dieta artificial para criação massal de Cryptolaemus montrouzieri visando ao controle biológico da cochonilha rosada, Maconellicocus hirsutus;BEATRIZ DE AGUIAR GIORDANO PARANHOS
UTFPR;Desenvolvimento de dispositivos para biociências;DOUGLAS JOSE COUTINHO
UFPA;Fertilizante MC-NPK à base de resíduo de biodiesel;MARCELE FONSECA PASSOS
UFPA;Resinas eco-friendly para uso em impressão 3D;MARCELE FONSECA PASSOS
UFBA;AVALIAÇÃO DOS EFEITOS NEUROPROTETORES DE FLAVONOIDES DERIVADOS DE PLANTAS NATIVAS DO ESTADO DA BAHIA-BRASIL, UTILIZANDO NOVOS MODELOS PRÉ-CLÍNICOS DE DOENÇAS NEURODEGENERATIVAS.;SILVIA LIMA COSTA
UFBA;PROSPECÇÃO DO POTENCIAL ANTITUMORAL DE COMPOSTOS DE PLANTAS DO ESTADO DA BAHIA E DERIVADOS DE SÍNTESE: EFEITO NA EXPRESSÃO DE MARCADORES MOLECULARES RELACIONADOS A PROGNÓSTICOS DE GLIOMAS MALIGNOS;SILVIA LIMA COSTA
UFRGS;PROPOSTA DE UM EQUIPAMENTO PARA MEDIR O TORQUE GERADO NA INTERAÇÃO DE DIFERENTES SOLADOS DE CALÇADOS COM A SUPERFÍCIE DE CONTATO;JEFFERSON FAGUNDES LOSS
UFPE;Observatório das Ações Afirmativas e Promoção de Igualdade Étnico-Racial de Pernambuco;MARIA DA CONCEICAO DOS REIS
UFRGS;AVALIAÇÃO DAS PROPRIEDADES PSICOMÉTRICAS DA ATUALIZAÇÃO DOS QUESTIONÁRIOS BACKPEI-CA E BACKPEI-A;CLAUDIA TARRAGO CANDOTTI
UFBA;Rede NANOBIOTEC-BRASIL - Instituto Nacional de Nanobiotecnologia;LUIZ RICARDO GOULART FILHO
UEPG;INSTRUMENTAÇÃO E AUTOMAÇÃO DE PROCESSOS AGROINDUSTRIAIS;SERGIO LUIZ STEVAN JUNIOR
PUCRS;Desenvolvimento de Células Solares Bifaciais PERT Base n com Redução de Etapas Térmicas;IZETE ZANESCO
UFSCAR;Conlang na escola: métodos para se pensar as línguas e compreender intuições;DIRCEU CLEBER CONDE
UFMG;Modelos de soft-computing/machine learning para a previsão de indisponibilidade forçada de equipamentos em PCHs/CGHs.;MARCELO AZEVEDO COSTA
UNIVÁS;APLICATIVO MOVEL PARA ORIENTAÇÕES NA PREVENÇAO, IDENTIFICAÇÃO E SEGUIMENTO DO CANCER DE PÊNIS;TAYLOR BRANDAO SCHNAIDER
UFV;Desenvolvimento de pesquisa científica, tecnológica e de inovação na área de Linguística e Literatura;NATALIA FONTES DE OLIVEIRA
UFRRJ;Desenvolvimento da versão brasileira do OPENSTAT: um software gratuito para análise quantitativa de dados em ciências sociais;MARCOS AGUIAR DE SOUZA
IFES;Produtos Educacionais para a EPT;MARCELO RYTHOWEM
USP;AQUINOVA: inovação na infraestrutura de pesquisa em aquicultura na Universidade de São Paulo;DANIEL EDUARDO LAVANHOLI DE LEMOS
USP;AquaLab - Inovação no ensino sobre o uso sustentável do ambiente marinho para a produção de plantas e animais: laboratório didático flutuante para práticas de criações no mar;DANIEL EDUARDO LAVANHOLI DE LEMOS
UNIFESP;Guia para elaboração de revisão de escopo: uma proposta de método de pesquisa tecnológica em saúde para o mestrado profissional;VAGNER ROGERIO DOS SANTOS
UNIFESP;Guia de avaliação da cyber-segurança para projetos com IoT na área da saúde: Gestão de Equipamentos Médicos Oftalmológicos;VAGNER ROGERIO DOS SANTOS
UFPE;Antisséptico cutâneo para descolonização por Candida auris: ensaio clínico duplo-cego randomizado para avaliação de segurança e eficácia;REGINALDO GONCALVES DE LIMA NETO
IFGOIANO;CIÊNCIA E TECNOLOGIA DE INGREDIENTES E ALIMENTOS COM POTENCIAL FUNCIONAL;MARIANA BURANELO EGEA
FSLM;TÉCNICAS CIRÚRGICAS EM CTBMF;PAULO SERGIO PERRI DE CARVALHO
UPE;Prospecção de produtos bioativos com aplicações médicas, biotecnológicas e industriais a partir da biodiversidade microbiana;DANIELA DE ARAUJO VIANA MARQUES
IFGOIANO;CARACTERIZAÇÃO E ELABORAÇÃO DE PRODUTOS DE ORIGEM ANIMAL;PRISCILA ALONSO DOS SANTOS
UFPI;Desenvolvimento de cultivares para o agronegócio do feijão-caupi no Brasil (2019 a 2023);MAURISRAEL DE MOURA ROCHA
UNIFESP;Procedimento operacional padrão como ferramenta da qualidade na padronização das movimentações funcionais promovidas via editais na unifesp;VAGNER ROGERIO DOS SANTOS
UNIVAP;Desenvolvimento e aplicabilidade de equipamentos biomédicos pessoas com disfunções sensóriomotoras;FERNANDA PUPIO SILVA LIMA
UNIVAP;Enxertos Absorvíveis com Propriedades Bioativas para Reconstruções Ósseas Complexas.;IVONE REGINA DE OLIVEIRA
UFSJ;Vivência Universitária em Empreendedorismo e Inovação;ALEXSANDRO SOBREIRA GALDINO
UNB;Retrofitting Robô ASEA IRB6-S2 Baseado em Software Livre;ALBERTO JOSE ALVARES
UCS;Observatório de Turismo da Serra Gaúcha;SUZANA MARIA DE CONTO
UNIVÁS;APLICATIVO PARA MANEJO PERI-OPERATÓRIO DE MULHERES SUBMETIDAS A CIRURGIA GINECOLÓGICA;LYLIANA COUTINHO RESENDE BARBOSA
UNITAU;INTELIGÊNCIA ARTIFICIAL APLICADA;LUIS FERNANDO DE ALMEIDA
UNIVÁS;APLICATIVO PARA ORIENTAÇÃO TÉCNICA DE MULHERES NA MENOPAUSA E CLIMATÉRIO;LYLIANA COUTINHO RESENDE BARBOSA
UFSC;Tecnologias Convergentes e Habilitadoras;DACHAMIR HOTZA
IFGOIANO;DESENVOLVIMENTO DE PRODUTOS DE PANIFICAÇÃO;MAYRA CONCEICAO PEIXOTO MARTINS LIMA
UNIPAR;ATIVIDADE ANTIOXIDANTE DO ÓLEO ESSENCIAL DE Baccharis dracunculifolia DC. (Asteraceae);ZILDA CRISTIANI GAZIM
UNIRIO;INOVAÇÃO DE PROJETO E SUSTENTABILIDADE EM UM AMBULATÓRIO DE HIV/Aids, Rio de Janeiro, Brasil;FABIANA BARBOSA ASSUMPCAO DE SOUZA
UFRGS;Avaliação e controle em leite e derivados, ovos e mel;LIRIS KINDLEIN
UNIFESP;SUTIÃ ADERENTE DE SILICONE PARA O POS OPERATÓRIO DE MAMOPLASTIAS;JOSE DA CONCEICAO CARVALHO JUNIOR
UFSC;AVALIAÇÃO DO PROTÓTIPO DE RACKS PARA VEÍCULOS  LEVES;EUGENIO ANDRES DIAZ MERINO
FIOCRUZ;Estudos na indústria farmacêutica aplicados à produção e à estabilidade de medicamentos;LUCIANA VELOSO DA COSTA
UFT;anderson-Desenvolvimento e aplicações de biocarvão e carvão ativado de coprodutos da macaúba e suas aplicações na bioremediação de solos contaminados e para melhoria da performance de cultivos agrícolas e florestais;ANDERSON BARBOSA EVARISTO
UNIMONTES;Efeitos de um suplemento a base de fruto do Cerrado sobre o estado nutricional e perfil metabólico em modelos murinos de desnutrição e carcinogênese;LUCYANA CONCEICAO FARIAS
ATITUS EDUCAÇÃO;Codesign no ambiente escolar: fabricação digital, processos e produtos numa educação empreendedora;ANDREA QUADRADO MUSSI
ATITUS EDUCAÇÃO;Codesign no ambiente escolar numa aprendizagem criativa utilizando fabricação digital e prototipagem rápida: processos e produtos;ANDREA QUADRADO MUSSI
UEL;Atividade antibacteriana de formulações contendo nanopartículas de prata biogênicas verdes contra bactérias multirresistentes;GERSON NAKAZATO
UECE;Compostos Oriundos do Pedúnculo do Cajueiro por Fracionamento Sensorialmente Guiado;DEBORAH DOS SANTOS GARRUTI
ATITUS EDUCAÇÃO;Criação de um Geoportal com tecnologias de software livres para o Estado do Rio Grande do Sul;ALCINDO NECKEL
UFRJ;ARTE PARA ATIVAR A DIVULGAÇÃO DA PRODUÇÃO DO CONHECIMENTO;KATIA AUGUSTA MACIEL
FIOCRUZ;Desenvolvimento de modelos de gestão de qualidade e biossegurança em laboratórios públicos;ERIKA MARTINS DE CARVALHO
UFPB-JOÃO PESSOA;Caracterizações e aplicações utilizando materiais especiais;CICERO DA ROCHA SOUTO
UNISC;INOVA + VALES: DESENVOLVENDO O ECOSSISTEMA REGIONAL DE INOVAÇÃO;ANDREIA ROSANE DE MOURA VALIM
UNIVÁS;ADESIVO LÍQUIDO À BASE DE Styrax sp (BENJOIM) E CASCA DE Musa sapientum sp (BANANA) VERDE;DANIELA FRANCESCATO VEIGA
FURG;Instrumentação Científica;FABRICIO FERRARI
UEL;Sistema nanoestruturado para liberação controlada de lipídeo pró-resolução:Desenvolvimento tecnológico e avaliação da eficácia na dor, inflamação, infecção e reparotecidual;RUBIA CASAGRANDE
UEL;Prospecção científica e tecnológica para o desenvolvimento sustentável de bioativos antimicrobianos a partir de resíduos de plantas da Amazônia;GERSON NAKAZATO
FCMSCSP;Aplicabilidade do software Tatibitate: um instrumento de avaliação da percepção e produção da fala;OSMAR MESQUITA DE SOUSA NETO
UEL;Desenvolvimento de novos produtos antimicrobianos utilizando nanotecnologia;GERSON NAKAZATO
UFMG;Projeto Estruturante de Ensino - Laboratório de Conexões Intermidiáticas (LabCon): Integração Ensino, Pesquisa e Extensão;GEANE CARVALHO ALZAMORA
PUCRS;Materiais híbridos magnético-fluorescentes: síntese e aplicação de reveladores de impressão digitiais;RICARDO MEURER PAPALEO
PUCPR;AVALIAÇÃO DA EFICÁCIA DE UM EQUIPAMENTO PORTÁTIL COLETOR DE CONDENSADO DO EXALADO RESPIRATÓRIO DE EQUINOS;PEDRO VICENTE MICHELOTTO JUNIOR
UNIVASSOURAS;Software interativo para manejo adequado de hipoglicemias em diabéticos usuários de Insulina;SOLANGE MIRANDA JUNQUEIRA GUERTZENSTEIN
UNIVASSOURAS;DESENVOLVIMENTO DE UM DISPOSITIVO INJETOR ARTROSCOPICO DE MEMBRANA DE COLÁGENO;LARISSA ALEXSANDRA DA SILVA NETO TRAJANO
UFES;ELABORAÇÃO E VALIDAÇÃO DE TECNOLOGIAS DE ENFERMAGEM;CANDIDA CANICALI PRIMO
UFC;NOVAS GEOTECNOLOGIAS APLICADAS A ESTUDOS AMBIENTAIS E GEOLÓGICOS;CYNTHIA ROMARIZ DUARTE
UFPR;Incubação da startup ATGC – Genética Ambiental Ltda nos laboratórios do GIA;ANTONIO OSTRENSKY NETO
UFMG;DIAGNÓSTICO FENOTÍPICO E MOLECULAR DA HANSENÍASE E DA RESISTÊNCIA AOS FÁRMACOS UTILIZADOS NA POLIQUIMOTERAPIA;SILVANA SPINDOLA DE MIRANDA
UFMG;AÇÕES INOVADORAS PARA AVALIAÇÃO DE MÉTODOS DIAGNÓSTICO DA TUBERCULOSE E TUBERCULOSE RESISTENTE;SILVANA SPINDOLA DE MIRANDA
UFS;Aplicativo de mediação linguística para avaliação do controle metabólico de indivíduos com diabetes mellitus tipo 2 assistidos pela Atenção Primária à Saúde de Sergipe;SANDRO MARCIO DRUMOND ALVES MARENGO
UFPE;NANOFAR: Plataforma de desenvolvimento tecnológico de Nanocarreadores para Sistemas de Liberação Controlada de Fármacos a base de biopolímeros;MONICA FELTS DE LA ROCA SOARES
UFC;CIÊNCIA E INOVAÇÃO NA INFRAESTRUTURA VIÁRIA DO CEARÁ: DETALHAMENTO DAS PRIMEIRAS AÇÕES DE PESQUISA E DE TRANSFERÊNCIA DE TECNOLOGIA NA ÁREA DE INFRAESTRUTURA VIÁRIA;SANDRA DE AGUIAR SOARES
UFPI;Ecologia química aplicada à proteção de plantas cultivadas;FRANCISCA DIANA DA SILVA ARAUJO
UNISINOS;CNPq No 23/2018 (DAI) - Projeto Doutorado Acadêmico para Inovação (DA)I - Unisinos;ALSONES BALESTRIN
UNISINOS;CNPq No 23/2018 (DAI) - Projeto Doutorado Acadêmico para Inovação (DA)I - Unisinos;ALSONES BALESTRIN
