Ecossistema;Cidade;Link;Estágio de Maturidade;Modelo de Negócio;Segmento;Vertical;Público-alvo;Startup;Ambiente de Inovação
Metropolitana e Litoral Norte;São Leopoldo;https://www.tecnosinos.com.br/company/l7-tecnologia-ltda/;Ideação;Não Informado;Software e Cloud;ITTech;B2B e B2C;L7;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://latromi.com.br/;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;LATROMI;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://lawclass.com.br/portal/;Validação;Transação;Educação e Ensino;LawTech;B2B e B2C;LawClass;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://leaf4all.com/;Crescimento;Marketplace;Meio Ambiente e Sustentabilidade;CleanTech;B2B e B2C;Leaf4All;TECNOPUC
Metropolitana e Litoral Norte;Gravataí;https://www.leeg.com.br/;Ideação;Assinatura;Jurídico;LegalTech;B2B e B2C;LEEG LEGAL;PRADOTECH
Metropolitana e Litoral Norte;Porto Alegre;https://haydehealth.com/;Crescimento;SaaS;Saúde e Bem-Estar;HealthTech;B2B e B2G;Let Me Trial;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://apps.apple.com/us/app/letters-io-social-game/id6444529219;Validação;Assinatura;Entretenimento, Jogos e Gamificação;GameTech;B2C;Letters.IO;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://ligerosmart.ai/;Crescimento;SaaS;IA (Inteligência Artificial);Outras;B2B;Ligero Smart;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/lincolmlabs;Ideação;Assinatura;IA (Inteligência Artificial);HealthTech;B2B;LincolmLabs;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/linear.ilustra/;Crescimento;Não Informado;Pesquisa;MediaTech;Não Informado;Linear – Ilustração Científica;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.littledevilco.com/;Não Informado;Não Informado;Entretenimento, Jogos e Gamificação;GameTech;B2B e B2C;LITTLE DEVIL ENTERTAINMENT;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Gravataí;https://www.lockerz.com.br;Crescimento;SaaS;Automotivo;InsurTech;B2B;LOCKERZ;PLATAFORMA
Metropolitana e Litoral Norte;Canoas;https://lookfy.com.br/;Crescimento;Marketplace;Comércio e Varejo;RetailTech;B2B;Lookfy;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Alvorada;https://ludwigbiotec.com.br/loja/;Crescimento;Não Informado;Biotecnologia;BioTech;B2B;Ludwig Biotecnologia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://openhealth.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;Não Informado;Lumiar;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://luming.com.br/;Validação;Não Informado;Meio Ambiente e Sustentabilidade;Impacto Socioambiental;B2B;Luming Inteligência Energética;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.luthiersaude.com.br;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;LUTHIER SAUDE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.lydia.com.br/;Crescimento;Outros;Marketing e Publicidade;MarTech;B2B;Lydia;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://www.lydians.com.br/;Crescimento;Não Informado;Software e Cloud;ITTech;B2C;LYDIANS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.m3dmix.com/;Crescimento;Não Informado;Software e Cloud;HealthTech;B2C;M3dmix;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mafyassessoria.com.br;Não Informado;Não Informado;Software e Cloud;ITTech;B2B;MAFY MARCAS E PATENTES;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;http://www.maisabelhas.com.br;Validação;Custo por Aquisição;Meio Ambiente e Sustentabilidade;AgTech;B2C;Mais Abelhas;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.maiscontrolebpo.com.br;Crescimento;Assinatura;Financeiro;FinTech;B2B;Mais Controle Inteligência Financeira;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://makadu.live/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Makadu;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mamaecompleta.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B e B2C;Mamãe Completa;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://manu2b.com/category/cmms/gestao-de-manutencao/;Validação;Assinatura;Software e Cloud;ITTech;B2B;Manu CMMS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mappingme.ai/;Crescimento;Não Informado;RH e Coaching;HRTech;B2B;Mapping Me;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://oimark.com.br/;Crescimento;SaaS;Software e Cloud;RetailTech;B2B;Mark;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://masima.com.br/;Crescimento;Outros;Saúde e Bem-Estar;HealthTech;B2B;masima: Macunaíma Soluções em Imagens Médicas;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nostruminnovation.com;Crescimento;SaaS;TI (Tecnologia da Informação);HealthTech;B2B;MC2 INNOVATION SOLUCOES EM TI LTDA;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://mcurie.com.br/;Crescimento;Não Informado;Software e Cloud;HealthTech;B2B;MCurie;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.mecanicodelivery.com/;Crescimento;Marketplace;Automotivo;AutoTech;B2C;Mecânico Delivery;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://meconectebr.com.br/;Validação;Não Informado;Consultorias e Treinamentos;ITTech;B2B;MEconecte;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mediartech.com.br/;Validação;Não Informado;Software e Cloud;RegTech;B2B;Mediartech - Mediação Online;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.medidasaude.com.br/;Validação;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Medida saúde;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://www.medmonitor.com.br/;Validação;Assinatura;Saúde e Bem-Estar;HealthTech;B2B2C;Medmonitor;ATRION
Metropolitana e Litoral Norte;Viamão;https://www.meelnutri.com/;Crescimento;SaaS;IA (Inteligência Artificial);HealthTech;B2B e B2C;MEEL NUTRI;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://meerkat.com.br/;Escala;SaaS;IA (Inteligência Artificial);DeepTech;B2B;Meerkat;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;;Validação;SaaS;Alimentos e Bebidas;Foodtech;B2B;Mennu Mais Tecnologia;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;https://www.menvie.com.br/;Não Informado;Assinatura;RH e Coaching;HRTech;B2B;MENVIE SOFTWARE;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://mercadonetzero.com.br/;Crescimento;Não Informado;Meio Ambiente e Sustentabilidade;CleanTech;B2B e B2C;Mercado Net Zero (MNZ);NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.mercadoedu.com.br/;Crescimento;Venda de Dados;Analytics;EdTech;B2B;Mercadoedu;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://metasafety.com.br/;Validação;Custo por Aquisição;Educação e Ensino;VR/AR Tech;B2B;Meta Safety;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.migliamotores.com.br/;Validação;Não Informado;Automotivo;AutoTech;B2B e B2C;Miglia Motores Elétricos;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mildias.app/;Validação;Assinatura;Software e Cloud;HealthTech;B2B e B2C;Mil Dias;ATRION
Metropolitana e Litoral Norte;Porto Alegre;https://www.mindsync.fit/;Crescimento;Não Informado;Consultorias e Treinamentos;HRTech;B2B2C;MindSync Tecnologia;PLATAFORMA
Metropolitana e Litoral Norte;Novo Hamburgo;https://minhavisita.app/;Validação;Assinatura;Consultorias e Treinamentos;SalesTech;B2B;Minha visita;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.mobiltracker.com.br/;Crescimento;Assinatura;Logística;LogTech;B2B;Mobiltracker;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mobo.com.br/;Não Informado;Assinatura;Alimentos e Bebidas;Foodtech;B2B e B2C;MOBO CUPONS;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Gravataí;https://mopo.com.br/;Escala;Outros;Construção Civil;ConstruTech;B2B;MOPO;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/morinel.studio;Ideação;Advertising;Comunicação;AdTech;B2B;Morinel Studio;BASE ESPM
Metropolitana e Litoral Norte;Viamão;https://www.linkedin.com/in/caroline-jaeger-drehmer-09031599;Crescimento;Não Informado;Mídia e Comunicação;AdTech;B2B;MOV WEB;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/movesapiens/;Validação;Licenciamento;Entretenimento, Jogos e Gamificação;HealthTech;B2B;Move Sapiens;STARTS-HCPA
Metropolitana e Litoral Norte;Porto Alegre;https://www.moveideias.com.br;Validação;SaaS;Logística;LogTech;B2C;MOVEIDEIAS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Crescimento;E-commerce;Automotivo;EnergyTech;B2B e B2C;MOVEV BRASIL MOBILIDADE ELETRICA;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;;Crescimento;Não Informado;Não Informado;ITTech;B2B e B2C;MOVII;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://www.mulheresdeperformance.com.br/;Crescimento;Não Informado;Bigdata;MarTech;B2B;MULHERES DE PERFORMANCE;NÃO INFORMADO
Metropolitana e Litoral Norte;Alvorada;https://www.instagram.com/mulheresemconvergencia/;Validação;SaaS;Educação e Ensino;Inovação Social;B2B;Mulheres em Convergência;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://multilabvirtual.com.br/;Ideação;Assinatura;Saúde e Bem-Estar;EdTech;B2B e B2G;Multilab;PLATAFORMA
Metropolitana e Litoral Norte;Canoas;https://www.mutuus.net/;Escala;Serviços Baseados em Taxas;Analytics;SecurityTech;B2B;Mutuus Seguros;VENTIUR
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/myfavoritebrownie_/;Crescimento;Marketplace;Alimentos e Bebidas;Foodtech;B2B e B2C;My Favorite Brownie;BASE ESPM
Metropolitana e Litoral Norte;Porto Alegre;http://shop.mygrowler.com.br/;Crescimento;E-commerce;Alimentos e Bebidas;Foodtech;B2C;MY GROWLER;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://mydigicare.com.br/;Validação;Não Informado;Telemedicina;HealthTech;B2B2C;MYDIGICARE;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://myphonemymoney.com.br/;Validação;Não Informado;TI (Tecnologia da Informação);FinTech;B2B;MyPhone MyMoney;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://n1office.com/;Crescimento;Economia de Recorrência;Serviços;ImobTech;B2B;N1 Office;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Não Informado;Não Informado;Eventos;Funtech;B2B e B2G;Nagô - RS Produção;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://www.nanofabrica.com.br/;Crescimento;Transação;Engenharia e Indústria Geral;IndTech;B2B;Nano Fabrica;SMICT GRAVATAÍ
Metropolitana e Litoral Norte;São Leopoldo;https://nanolaw.com.br/a-nanolaw/;Validação;Não Informado;Nanotecnologia;RegTech;B2B;Nanolaw;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nau25.com.br/;Escala;Não Informado;Consultorias e Treinamentos;EdTech;B2B;NAU25 EX/COLA DE EMPREENDEDORES;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nautixhub.com/;Validação;E-commerce;Turismo e Lazer;SportsTech;B2B2C;NautiX Hub;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://naxiadigital.com.br/;Validação;Economia de Recorrência;Saúde e Bem-Estar;HealthTech;B2B e B2C;Naxia Digital;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://neoglass.com.br/;Crescimento;SaaS;Comércio e Varejo;VR/AR Tech;B2B;Neoglass;NÃO INFORMADO
Metropolitana e Litoral Norte;Campo Bom;https://neovech.com.br/;Crescimento;Não Informado;Biotecnologia;BioTech;B2C;Neovech;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nesqv.com/;Crescimento;E-commerce;Saúde e Bem-Estar;EdTech;B2B e B2C;NESQV;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.nethomes.com.br/;Validação;SaaS;Serviços;PropTech;B2B e B2C;NETHOMES;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.netspaces.org/;Validação;SaaS;Blockchain;PropTech;B2B2C;NETSPACES;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Ideação;Não Informado;Consultorias e Treinamentos;IndTech;B2B;Neural Vision;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.newseg.seg.br/newseg/;Não Informado;Não Informado;Bigdata;SecurityTech;B2B e B2G;NewSeg;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;;Ideação;Outros;Saúde e Bem-Estar;HealthTech;B2C e B2G;NewSpine;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/nexidna/about/;Crescimento;Não Informado;Analytics;HealthTech;B2B e B2C;NexiDNA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/nexxa.hub/;Crescimento;Pay-per-use;Consultorias e Treinamentos;EdTech;B2B;Nexxa Hub;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/nexxo-we-make-sense/;Validação;Não Informado;Bigdata;DeepTech;B2B;Nexxo;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Validação;Assinatura;Eventos;Inovação Social;B2B e B2C;nightHive;BASE ESPM
Metropolitana e Litoral Norte;São Leopoldo;https://www.tecnosinos.com.br/news/tres-startups-sao-selecionadas-no-programa-de-incubacao-da-unitec/;Ideação;Não Informado;IoT (Internet das Coisas);HealthTech;B2B e B2C;NIKOLA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://somosnoc.com/;Crescimento;SaaS;Marketing e Publicidade;MarTech;B2B;NOC - No Ordinary Content;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://noharm.ai/;Crescimento;SaaS;Saúde e Bem-Estar;HealthTech;B2B;NoHarm.ai;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.nortecompliance.com/;Crescimento;Não Informado;Consultorias e Treinamentos;LegalTech;B2B;Norte Compliance;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.nova.tec.br/;Crescimento;SaaS;Software e Cloud;ITTech;B2B;NOVA SOFTWARE;NÃO INFORMADO
Metropolitana e Litoral Norte;Gravataí;https://nrindustrial.com.br/group/;Crescimento;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;NR Projetos;NÃO INFORMADO
Metropolitana e Litoral Norte;Cachoeirinha;https://conduire.com.br/;Validação;Não Informado;Engenharia e Indústria Geral;LogTech;B2B;NTG SOLUCOES EM TRANSPORTADORES;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://site.nubla.cloud/;Crescimento;Não Informado;TI (Tecnologia da Informação);RetailTech;B2B;Nubla;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nubo.solutions;Crescimento;SaaS;TI (Tecnologia da Informação);ITTech;B2B;Nubo Desenvolvimento de Software Ltda;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://www.nucleovitro.com/;Crescimento;Não Informado;Saúde e Bem-Estar;BioTech;B2C;NUCLEO VITRO;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nuntecnologia.com.br/pt;Validação;Não Informado;Biotecnologia;BioTech;B2B;NUN Tecnologia Sustentável;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://nutrindosolucoes.com.br/;Validação;Não Informado;Alimentos e Bebidas;RegTech;B2B;Nutrindo Soluções;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.instagram.com/nutritionthinking.co/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2C;Nutrition Thinking;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://nutrorio.com.br/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;Nutrório;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/nuvem-sustentabilidade/about/;Validação;Não Informado;Consultorias e Treinamentos;EsgTech;B2B;Nuvem Sustentabilidade;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/o-encarregado/about/;Crescimento;Não Informado;Jurídico;RegTech;B2B;O Encarregado;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.linkedin.com/company/obinfarm/;Ideação;Não Informado;Agronegócio;AgTech;B2C;Obin Farm;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://obra.ai/;Crescimento;Assinatura;Bigdata;ConstruTech;B2B;Obra.ai;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.obstcare.com/;Validação;Freemium;Saúde e Bem-Estar;HealthTech;B2B;OBSTCARE;TECNOSINOS
Metropolitana e Litoral Norte;Porto Alegre;https://coletivomdc.org/;Crescimento;Negócio Socioambiental;Educação e Ensino;Impacto Socioambiental;B2C;Oficina do Morro;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.okacoliving.com.br/;Crescimento;Leasing;Serviços;PropTech;B2C;Oka Coliving;NÃO INFORMADO
Metropolitana e Litoral Norte;Igrejinha;https://www.linkedin.com/company/oliar-cosm%C3%A9ticos/;Crescimento;Não Informado;Estética e Beleza;BeautyTech;B2C;Oliar Cosméticos;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://www.vnda.com.br/;Ideação;E-commerce;Comércio e Varejo;RetailTech;B2B;Olist Vnda Ecommerce;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://ominesoftware.com.br/index.html;Crescimento;Não Informado;Software e Cloud;ITTech;B2B;OMINE SOFTWARE E SERVIÇOS;NÃO INFORMADO
Metropolitana e Litoral Norte;Novo Hamburgo;https://www.onepercent.io/;Crescimento;Não Informado;Blockchain;ITTech;B2B;One Percent;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://www.linkedin.com/company/onhere/about/;Crescimento;Não Informado;Software e Cloud;LogTech;B2B;Onhere;NÃO INFORMADO
Metropolitana e Litoral Norte;Canoas;https://www.onmotus.com.br/;Crescimento;E-commerce;Automotivo;AutoTech;B2B e B2C;ONMOTUS;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://onne.site/pt-br;Validação;SaaS;TI (Tecnologia da Informação);CyberSecurity;B2B2C;Onne;LAB FECOMÉRCIO-RS
Metropolitana e Litoral Norte;Porto Alegre;https://opdv.com.br;Não Informado;Assinatura;Gestão de Negócios e Projetos;SalesTech;B2B;OPDV;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://openhealth.com.br/;Crescimento;Não Informado;Saúde e Bem-Estar;HealthTech;B2B;Open Health;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;http://optixpacs.com.br/;Crescimento;Assinatura;Saúde e Bem-Estar;HealthTech;B2B;Optix;TECNOPUC
Metropolitana e Litoral Norte;Porto Alegre;https://orlla.com.br/;Crescimento;Franquia;Meio Ambiente e Sustentabilidade;EnergyTech;B2B2C;Orlla Energia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://orni.com.br/;Não Informado;Software House;Software e Cloud;ITTech;B2B;Ornii;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.orulo.com.br/;Crescimento;SaaS;Software e Cloud;ImobTech;B2B;Órulo;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://ostera.co/;Validação;Não Informado;Biotecnologia;BioTech;B2B;Ostera Soluções para Fertilização In Vitro;IECBIOT UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://oston.io/#performance;Crescimento;Não Informado;Telecomunicação;ITTech;B2B;Oston;NÃO INFORMADO
Metropolitana e Litoral Norte;São Leopoldo;https://www.otimizare.com/;Escala;Não Informado;Engenharia e Indústria Geral;IndTech;B2B;OTIMIZARE Soluções em Engenharia;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;https://otus-solutions.com.br/;Crescimento;Software House;Saúde e Bem-Estar;HealthTech;B2B;Otus Solutions;CEI UFRGS
Metropolitana e Litoral Norte;Porto Alegre;https://www.ovinopro.com.br/;Crescimento;SaaS;Software e Cloud;AgTech;B2B;OvinoPro;TECNOPUC
Metropolitana e Litoral Norte;São Leopoldo;https://ovyva.com.br/;Não Informado;Não Informado;IA (Inteligência Artificial);HealthTech;B2B;OVYVA;INSTITUTO CALDEIRA
Metropolitana e Litoral Norte;Porto Alegre;https://www.ozoneengenharia.com/;Validação;Outros;Serviços;CleanTech;B2B;Ozone Engenharia LTDA;PLATAFORMA
Metropolitana e Litoral Norte;Alvorada;https://www.oztra.com.br/;Validação;Marketplace;Construção Civil;ConstruTech;B2B e B2C;OZTRA;NÃO INFORMADO
Metropolitana e Litoral Norte;Porto Alegre;;Crescimento;Outros;IoT (Internet das Coisas);IndTech;B2B;P2P-IoT;PLATAFORMA
Metropolitana e Litoral Norte;Porto Alegre;https://www.painelconstru.com.br/;Crescimento;Transação;Comércio e Varejo;ConstruTech;B2B e B2G;PainelConstru;NÃO INFORMADO
